"X","country","year","gdp","pop","transport.emissions","lgdp","lpop","ltransport.emissions","const","L1.ltransport.emissions","L1.lgdp","L1.lpop"
1352,"Romania",1970,NA,NA,6125.841,NA,NA,8.72027133210975,1,NA,NA,NA
1353,"Romania",1971,NA,20461567,6125.841,NA,16.8340589040203,8.72027133210975,1,8.72027133210975,NA,NA
1354,"Romania",1972,NA,20657957,6470.402,NA,16.8436111300285,8.77499351848595,1,8.72027133210975,NA,16.8340589040203
1355,"Romania",1973,NA,20835681,6921.688,NA,16.8521775076897,8.84241494950131,1,8.77499351848595,NA,16.8436111300285
1356,"Romania",1974,NA,21029429,5583.08,NA,16.8614333956222,8.62749587442138,1,8.84241494950131,NA,16.8521775076897
1357,"Romania",1975,NA,21293583,7879.137,NA,16.8739163176838,8.97197365908792,1,8.62749587442138,NA,16.8614333956222
1358,"Romania",1976,NA,21551634,8985.995,NA,16.8859621953055,9.10342253320885,1,8.97197365908792,NA,16.8739163176838
1359,"Romania",1977,NA,21756096,8171.857,NA,16.8954045520911,9.0084514570081,1,9.10342253320885,NA,16.8859621953055
1360,"Romania",1978,NA,21951464,7869.99,NA,16.9043443923,8.97081207076261,1,9.0084514570081,NA,16.8954045520911
1361,"Romania",1979,NA,22090488,7635.199,NA,16.9106576665964,8.94052428149119,1,8.97081207076261,NA,16.9043443923
1362,"Romania",1980,NA,22207282,6885.088,NA,16.9159308110744,8.83711319248993,1,8.94052428149119,NA,16.9106576665964
1363,"Romania",1981,NA,22353070,4479.279,NA,16.9224742297698,8.4072173749572,1,8.83711319248993,NA,16.9159308110744
1364,"Romania",1982,NA,22475741,6156.332,NA,16.9279471077451,8.72523642462865,1,8.4072173749572,NA,16.9224742297698
1365,"Romania",1983,NA,22560478,5272.069,NA,16.9317101723129,8.57017816410884,1,8.72523642462865,NA,16.9279471077451
1366,"Romania",1984,NA,22640547,5049.478,NA,16.9352529717848,8.5270401505901,1,8.57017816410884,NA,16.9317101723129
1367,"Romania",1985,NA,22732999,4284.128,NA,16.9393281272926,8.3626723097394,1,8.5270401505901,NA,16.9352529717848
1368,"Romania",1986,NA,22836841,3988.358,NA,16.9438856232039,8.29113489636063,1,8.3626723097394,NA,16.9393281272926
1369,"Romania",1987,NA,22949430,5552.6,NA,16.9488036575611,8.62202156551185,1,8.29113489636063,NA,16.9438856232039
1370,"Romania",1988,NA,23057662,5183.637,NA,16.9535086799808,8.55326221243223,1,8.62202156551185,NA,16.9488036575611
1371,"Romania",1989,NA,23161458,9067.541,NA,16.9580001620555,9.11245639279007,1,8.55326221243223,NA,16.9535086799808
1372,"Romania",1990,124804398896.051,23201835,10689.199,25.5500135398251,16.9597419283363,9.27698907137074,1,9.11245639279007,NA,16.9580001620555
1373,"Romania",1991,108681903645.787,23001155,9031.9683,25.4116911374147,16.9510549900239,9.1085255960802,1,9.27698907137074,25.5500135398251,16.9597419283363
1374,"Romania",1992,99153512866.8714,22794284,8279.853,25.3199351211068,16.9420203607393,9.02158049359852,1,9.1085255960802,25.4116911374147,16.9510549900239
